timestamp,open,high,low,close,volume
2018-06-15 14:40:00,101.0700,101.0800,101.0450,101.0450,16361
2018-06-15 14:39:00,101.0850,101.0900,101.0650,101.0650,15215
2018-06-15 14:38:00,101.0900,101.1100,101.0700,101.1000,28113
2018-06-15 14:37:00,101.0750,101.1200,101.0700,101.1000,42832
2018-06-15 14:36:00,101.0900,101.1000,101.0700,101.0750,29076
2018-06-15 14:35:00,101.0900,101.1350,101.0900,101.0900,42982
2018-06-15 14:34:00,101.0750,101.1100,101.0650,101.0900,31456
2018-06-15 14:33:00,101.0500,101.1000,101.0450,101.0800,42389
2018-06-15 14:32:00,101.0500,101.0600,101.0200,101.0600,48471
2018-06-15 14:31:00,101.0600,101.0800,101.0350,101.0400,40077
2018-06-15 14:30:00,101.0900,101.1100,101.0250,101.0600,53645
2018-06-15 14:29:00,101.0100,101.0900,101.0000,101.0900,56162
2018-06-15 14:28:00,101.0250,101.0358,101.0000,101.0000,21584
2018-06-15 14:27:00,101.0300,101.0600,101.0050,101.0250,41107
2018-06-15 14:26:00,101.0200,101.0600,101.0100,101.0300,49980
2018-06-15 14:25:00,101.0550,101.0700,101.0000,101.0000,36918
2018-06-15 14:24:00,101.0200,101.0650,101.0150,101.0500,50103
2018-06-15 14:23:00,101.0600,101.0700,101.0000,101.0100,46318
2018-06-15 14:22:00,100.9900,101.0700,100.9850,101.0600,81279
2018-06-15 14:21:00,100.8850,101.0000,100.8850,100.9900,91240
